               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  69,            0.029858,            0.036421,           0.0035963,             0.90156,             0.87907,              0.9466,             0.65499,            0.023335,             0.03259,            0.010747,           0.0089065,           0.0089065,           0.0089065
                  70,               0.028,            0.035152,           0.0032282,             0.90084,             0.86591,              0.9456,             0.65978,            0.022552,             0.03146,             0.01271,           0.0088755,           0.0088755,           0.0088755
                  71,            0.030106,            0.036559,           0.0038226,             0.88172,             0.86988,             0.93475,             0.62196,            0.023583,            0.033149,             0.01284,           0.0088442,           0.0088442,           0.0088442
                  72,            0.028727,            0.035296,           0.0035394,             0.88815,             0.88231,             0.94302,             0.65715,            0.021202,            0.031003,            0.010471,           0.0088124,           0.0088124,           0.0088124
                  73,            0.028299,            0.035751,           0.0032372,             0.87731,             0.88678,             0.93597,             0.64801,            0.023779,            0.032571,            0.011194,           0.0087804,           0.0087804,           0.0087804
                  74,            0.028144,            0.034515,           0.0035947,             0.91483,             0.87217,             0.94648,             0.66542,             0.02139,            0.031988,             0.01037,           0.0087479,           0.0087479,           0.0087479
                  75,            0.028462,            0.035799,           0.0032818,             0.89845,              0.8904,             0.95016,             0.64505,            0.023496,            0.031771,            0.010897,           0.0087151,           0.0087151,           0.0087151
                  76,            0.027264,            0.034228,            0.003421,             0.89205,             0.86263,             0.93736,             0.67487,            0.021702,            0.032464,            0.013289,            0.008682,            0.008682,            0.008682
                  77,             0.02853,            0.035405,           0.0037345,             0.90645,             0.86627,             0.93684,             0.64346,             0.02434,            0.032687,            0.011202,           0.0086485,           0.0086485,           0.0086485
                  78,            0.028191,             0.03492,           0.0037962,             0.92347,             0.87615,             0.94551,             0.64985,            0.022637,            0.031779,            0.010865,           0.0086146,           0.0086146,           0.0086146
                  79,            0.028807,            0.035103,           0.0032704,             0.85191,             0.94065,             0.93861,             0.66449,            0.023064,            0.030966,            0.011064,           0.0085805,           0.0085805,           0.0085805
                  80,            0.027102,            0.033863,           0.0034149,             0.85405,             0.94071,             0.93693,             0.67847,            0.022032,             0.03129,            0.010186,           0.0085459,           0.0085459,           0.0085459
                  81,            0.028115,             0.03372,            0.003843,             0.90887,             0.82698,             0.92993,             0.62153,            0.025234,            0.032564,            0.013316,           0.0085111,           0.0085111,           0.0085111
