438.991,,347.89614
313.921,,
318.362,,
314.884,,
336.636,,
340.293,,
350.821,,
343.135,,
339.478,,
353.027,,
353.54,,
336.423,,
366.033,,
350.306,,
344.233,,
323.583,,
335.334,,
350.651,,
367.486,,
334.413,,
354.231,,
354.497,,
325.08,,
336.994,,
353.253,,
353.948,,
352.992,,
327.439,,
354.243,,
337.915,,
338.148,,
318.149,,
340.848,,
320.969,,
305.812,,
355.419,,
351.457,,
320.085,,
341.209,,
334.382,,
366.197,,
355.52,,
351.095,,
336.403,,
351.777,,
339.527,,
320.306,,
339.607,,
352.434,,
352.109,,
350.902,,
339.278,,
337.281,,
325.519,,
355.117,,
338.065,,
349.779,,
359.305,,
359.307,,
334.594,,
337.173,,
355.373,,
336.508,,
351.668,,
374.198,,
324.314,,
336.483,,
333.997,,
358.048,,
369.548,,
336.033,,
350.566,,
354.439,,
336.354,,
325.545,,
323.522,,
352.441,,
321.785,,
335.608,,
368.116,,
320.62,,
321.795,,
367.753,,
332.731,,
371.563,,
353.849,,
320.644,,
336.137,,
322.957,,
321.443,,
353.926,,
324.732,,
321.101,,
356.637,,
323.853,,
335.419,,
335.667,,
338.182,,
337.122,,
354.464,,
356.462,,
338.846,,
368.724,,
371.479,,
340.585,,
353.548,,
336.417,,
323.024,,
368.702,,
350.82,,
313.485,,
353.974,,
368.528,,
333.085,,
344.991,,
362.344,,
358.154,,
361.335,,
367.495,,
394.858,,
364.789,,
347.451,,
369.821,,
348.433,,
359.375,,
348.453,,
347.293,,
355.659,,
348.278,,
346.359,,
380.712,,
364.68,,
394.937,,
381.836,,
359.598,,
367.803,,
360.174,,
336.675,,
368.538,,
356.499,,
353.029,,
367.072,,
336.966,,
370.467,,
382.966,,
353.476,,
386.559,,
402.864,,
369.026,,
352.721,,
