353.967,,344.8838733
348.773,,
355.289,,
317.601,,
349.327,,
304.42,,
344.517,,
338.435,,
337.65,,
341.649,,
348.145,,
323.625,,
337.62,,
329.383,,
342.101,,
337.948,,
321.624,,
337.163,,
351.458,,
335.636,,
353.622,,
340.102,,
320.871,,
370.549,,
372.158,,
349.491,,
354.242,,
368.394,,
339.522,,
335.862,,
368.952,,
340.878,,
336.798,,
336.38,,
338.328,,
349.075,,
369.514,,
308.358,,
325.307,,
336.03,,
321.438,,
324.866,,
367.958,,
337.911,,
338.64,,
321.02,,
353.974,,
351.299,,
351.33,,
351.27,,
341.642,,
324.2,,
354.248,,
352.568,,
342.94,,
353.173,,
335.016,,
354.609,,
322.389,,
353.883,,
358.34,,
337.963,,
328.443,,
368.616,,
354.833,,
352.573,,
320.699,,
357.489,,
337.828,,
352.694,,
330.968,,
354.535,,
352.093,,
352.656,,
355.121,,
338.051,,
369.903,,
336.333,,
342.646,,
335.42,,
337.129,,
355.175,,
340.343,,
336.013,,
341.968,,
337.959,,
361.042,,
331.238,,
322.567,,
337.317,,
352.772,,
324.785,,
336.366,,
351.769,,
337.519,,
366.141,,
367.282,,
359.205,,
341.752,,
352.346,,
319.687,,
322.982,,
337.332,,
368.893,,
338.773,,
337.545,,
352.002,,
340.766,,
355.696,,
336.478,,
337.084,,
338.796,,
364.011,,
368.972,,
343.302,,
340.612,,
351.011,,
336.076,,
384.064,,
368.365,,
336.989,,
353.711,,
341.797,,
337.705,,
351.128,,
337.287,,
351.299,,
335.63,,
355.543,,
371.724,,
352.431,,
351.344,,
354.218,,
369.247,,
352.735,,
364.733,,
320.009,,
337.192,,
342.489,,
341.795,,
337.993,,
352.046,,
371.971,,
350.345,,
367.313,,
341.732,,
352.667,,
322.208,,
352.068,,
329.755,,
