332.485,,353.70378
342.141,,
329.74,,
367.779,,
349.072,,
369.861,,
340.515,,
370.498,,
353.115,,
352.593,,
357.015,,
366.994,,
352.226,,
364.377,,
368.959,,
353.255,,
377.421,,
339.399,,
338.671,,
358.98,,
342.112,,
367.573,,
367.008,,
338.655,,
347.513,,
352.049,,
325.245,,
369.732,,
369.791,,
351.761,,
357.425,,
336.443,,
351.334,,
322.161,,
332.364,,
368.772,,
337.875,,
335.555,,
367.976,,
336.994,,
337.277,,
351.827,,
369.693,,
338.826,,
353.282,,
372.099,,
369.638,,
351.534,,
330.589,,
354.708,,
370.223,,
368.447,,
351.825,,
342.535,,
336.148,,
330.41,,
356.566,,
331.687,,
347.49,,
369.35,,
362.449,,
368.938,,
339.426,,
339.274,,
351.94,,
344.425,,
339.793,,
336.815,,
352.157,,
335.417,,
353.021,,
351.718,,
339.913,,
352.881,,
368.242,,
345.896,,
354.397,,
369.723,,
347.275,,
358.474,,
366.301,,
367.947,,
351.191,,
346.078,,
368.183,,
343.474,,
373.307,,
337.355,,
368.911,,
368.66,,
367.764,,
352.147,,
372.57,,
340.974,,
352.702,,
342.097,,
370.685,,
350.725,,
347.46,,
340.767,,
351.216,,
350.567,,
372.439,,
355.607,,
367.35,,
366.966,,
347.397,,
353.639,,
366.394,,
325.312,,
384.392,,
370.214,,
351.836,,
353.813,,
356.443,,
366.188,,
354.342,,
384.73,,
354.316,,
342.806,,
356.417,,
334.476,,
320.994,,
386.879,,
352.22,,
351.304,,
354.659,,
337.97,,
353.982,,
354.448,,
339.515,,
351.844,,
341.432,,
319.761,,
369.32,,
367.304,,
354.459,,
360.098,,
335.482,,
355.545,,
390.523,,
352.685,,
368.372,,
364.555,,
352.391,,
364.42,,
371.652,,
357.341,,
368.022,,
352.47,,
