339.912,,343.73862
311.802,,
321.29,,
318.313,,
318.812,,
329.129,,
307.419,,
332.017,,
336.936,,
333.125,,
337.643,,
321.606,,
335.948,,
322.832,,
351.669,,
347.561,,
326.086,,
355.725,,
319.898,,
326.731,,
357.141,,
325.25,,
342.538,,
354.075,,
335.711,,
320.896,,
356.814,,
337.907,,
339.694,,
351.492,,
342.214,,
343.662,,
336.442,,
322.831,,
333.987,,
336.449,,
323.272,,
306.499,,
323.006,,
339.469,,
353.622,,
350.122,,
354.88,,
368.476,,
322.399,,
338.126,,
340.476,,
331.358,,
353.603,,
326.574,,
350.653,,
339.37,,
338.835,,
322.408,,
337.014,,
342.914,,
306.958,,
345.867,,
339.276,,
339.306,,
354.999,,
308.083,,
319.697,,
335.627,,
334.734,,
323.77,,
354.014,,
351.624,,
357.731,,
322.948,,
339.209,,
340.121,,
353.348,,
351.783,,
353.64,,
341.206,,
381.451,,
337.017,,
340.495,,
370.486,,
349.44,,
342.338,,
341.848,,
368.069,,
350.837,,
353.931,,
346.396,,
353.125,,
357.898,,
353.738,,
368.369,,
368.92,,
356.325,,
339.05,,
353.09,,
352.499,,
340.741,,
336.51,,
336.21,,
337.511,,
366.497,,
320.076,,
364.944,,
353.291,,
354.35,,
336.436,,
333.461,,
368.315,,
350.43,,
324.207,,
343.546,,
352.885,,
338.826,,
323.758,,
336.422,,
350.836,,
339.007,,
334.18,,
369.57,,
340.443,,
355.9,,
383.48,,
351.522,,
355.072,,
351.742,,
368.768,,
353.689,,
353.173,,
369.323,,
336.497,,
340.758,,
369.302,,
338.52,,
343.914,,
340.703,,
352.18,,
368.96,,
323.513,,
362.118,,
367.518,,
369.579,,
356.412,,
353.116,,
368.368,,
369.046,,
368.715,,
336.57,,
355.312,,
323.489,,
367.186,,
