357.256,,344.4825933
319.968,,
324.456,,
317.574,,
333.116,,
336.702,,
324.938,,
339.325,,
321.229,,
351.287,,
322.526,,
336.32,,
355.413,,
340.179,,
351.766,,
337.026,,
339.082,,
336.277,,
320.723,,
354.775,,
384.005,,
353.203,,
337.547,,
308.614,,
351.789,,
335.929,,
336.289,,
341.566,,
336.471,,
321.392,,
352.651,,
337.565,,
354.511,,
368.544,,
352.269,,
320.034,,
357.207,,
336.697,,
320.52,,
342.895,,
341.856,,
352.619,,
315.855,,
335.86,,
353.826,,
349.473,,
321.371,,
321.219,,
355.569,,
353.717,,
350.621,,
351.498,,
339.153,,
335.825,,
350.394,,
372.776,,
356.236,,
322.345,,
359.93,,
342.185,,
351.542,,
337.789,,
310.58,,
319.835,,
368.87,,
338.595,,
370.461,,
352.88,,
351.702,,
354.961,,
349.016,,
336.919,,
354.116,,
323.392,,
345.289,,
337.038,,
358.06,,
353.052,,
352.609,,
338.422,,
337.399,,
353.241,,
355.203,,
323.112,,
367.372,,
336.159,,
369.539,,
367.749,,
322.829,,
350.813,,
387.676,,
366.753,,
352.046,,
322.127,,
353.109,,
367.076,,
340.113,,
322.664,,
337.928,,
340.692,,
356.364,,
353.092,,
336.46,,
332.936,,
353.873,,
320.997,,
369.04,,
353.538,,
352.725,,
350.275,,
340.258,,
337.583,,
336.977,,
340.734,,
368.616,,
336.507,,
333.433,,
324.443,,
348.482,,
368.258,,
356.004,,
368.115,,
368.858,,
340.628,,
339.993,,
353.616,,
336.638,,
327.311,,
332.774,,
339.991,,
367.564,,
335.359,,
338.765,,
368.853,,
369.042,,
346.425,,
355.513,,
324.701,,
353.187,,
338.807,,
324.551,,
352.053,,
338.306,,
348.809,,
367.178,,
319.806,,
324.553,,
351.844,,
384.281,,
353.581,,
336.068,,
336.524,,
355.497,,
370.656,,
351.562,,
368.417,,
353.405,,
352.092,,
352.489,,
372.115,,
337.538,,
364.76,,
370.546,,
357.242,,
354.052,,
336.433,,
